"time_utc","type","latitude","longitude","peak_current","ic_height","number_of_sensors"
"2023-03-01T09:37:33.857402067","1","-5.800034","-49.029994","2039.0","5427.0","5"
"2023-03-01T09:37:33.866076652","0","-5.761913","-49.024876","-4426.0","0.0","11"
"2023-03-01T09:37:33.950359130","1","-5.80852","-49.011577","-1833.0","6248.0","8"
"2023-03-01T09:37:33.961507444","1","-5.803162","-48.949131","-2138.0","5084.0","5"
"2023-03-01T09:37:33.962658574","1","-5.811566","-49.03801","5070.0","4672.0","9"
"2023-03-01T09:38:06.637050331","0","-5.808186","-49.000311","23925.0","0.0","19"
"2023-03-01T09:38:06.643587459","0","-5.802064","-49.01215","-68411.0","0.0","18"
"2023-03-01T09:38:06.660262697","1","-5.818955","-48.997798","-2999.0","5471.0","6"
"2023-03-01T09:38:06.685269528","0","-5.797756","-49.026271","-17041.0","0.0","23"
"2023-03-01T09:38:06.735176290","0","-5.822286","-49.006747","-26385.0","0.0","22"
"2023-03-01T09:38:06.791886775","0","-5.801145","-49.024986","-13031.0","0.0","19"
"2023-03-01T09:38:06.968307109","1","-5.793081","-48.94836","-2460.0","4849.0","5"
"2023-03-01T09:38:52.950757030","1","-5.793857","-49.039214","2037.0","9779.0","7"
"2023-03-01T09:38:52.951848254","1","-5.67079","-49.074078","11397.0","10907.0","12"
"2023-03-01T09:38:52.953736669","0","-5.793071","-49.042098","20171.0","0.0","22"
"2023-03-01T09:38:52.954332959","1","-5.79414","-49.035629","4499.0","3000.0","11"
"2023-03-01T09:38:52.957335988","1","-5.802277","-49.034541","6693.0","8175.0","13"
"2023-03-01T09:38:52.958012204","0","-5.800169","-49.02853","6759.0","0.0","13"
"2023-03-01T09:38:53.005155519","1","-5.802116","-49.027406","6852.0","5089.0","13"
"2023-03-01T09:38:53.062199963","1","-5.776328","-49.001164","2166.0","7146.0","7"
"2023-03-01T09:38:53.151134077","1","-5.758714","-48.967515","-2094.0","6324.0","7"
"2023-03-01T09:39:25.513695335","1","-5.785987","-49.036507","-10389.0","3000.0","17"
"2023-03-01T09:39:25.524719807","1","-5.780429","-49.036838","1878.0","5442.0","7"
"2023-03-01T09:39:25.527201797","1","-5.77973","-49.021568","4316.0","12454.0","8"
"2023-03-01T09:39:25.533133701","1","-5.778107","-49.024575","2816.0","15995.0","6"
"2023-03-01T09:39:25.569125609","1","-5.707203","-48.989304","-2557.0","19709.0","9"
"2023-03-01T09:39:25.613183860","1","-5.824675","-48.972912","-2448.0","6151.0","5"
"2023-03-01T09:39:25.663056006","1","-5.848422","-48.961589","-2638.0","10571.0","6"
"2023-03-01T09:40:07.741689000","40","-5.8077","-49.0911","-98647.0","0.0","13"
"2023-03-01T09:40:07.790254356","1","-5.689186","-49.018736","-4234.0","7756.0","9"
"2023-03-01T09:40:07.797528788","1","-5.768725","-49.05023","-13263.0","6716.0","21"
"2023-03-01T09:40:07.813248694","1","-5.720117","-49.065558","-7044.0","3003.0","10"
"2023-03-01T09:40:08.323181926","1","-5.810934","-48.964895","3047.0","4705.0","9"
"2023-03-01T09:40:46.144902970","1","-5.776994","-49.014539","-2452.0","3003.0","8"
"2023-03-01T09:40:46.146090973","0","-5.789164","-49.022187","-157610.0","0.0","18"
